Nº Convênio,Link Externo,UF,Município,CNPJ,Nome Proponente,Modalidade,Emenda,Objeto,Situação,Órgão Concedente,Natureza Jurídica,Início Vigência,Fim Vigência,Qtd Instrumentos,Vl Global,Vl Liberado,Movimentação Financeira,Saldo em Conta,Vl Devolvido,Diff_Pedido_Liberado
886387,Acesso Livre,PR,TOLEDO,73449977000164,CONSORCIO INTERMUNICIPAL DE SAUDE COSTA OESTE DO PARANA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Consórcio Público,2019-12-16 00:00:00,2020-12-31 00:00:00,1,230000.0,0.0,0.0,0.0,0.0,230000.0
886389,Acesso Livre,PR,UNIAO DA VITORIA,00956801000125,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO IGUACU,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Consórcio Público,2019-12-17 00:00:00,2020-12-31 00:00:00,1,230000.0,116760.92,12375.0,104402.89,0.0,113239.08
886392,Acesso Livre,PR,GOIOERE,75887471000162,SANTA CASA DE MISERICORDIA MARIA ANTONIETA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-12 00:00:00,2021-04-23 00:00:00,1,300000.0,180389.18,161259.18,19834.73,0.0,119610.82
886395,Acesso Livre,PR,CURITIBA,76610690000162,PEQUENO COTOLENGO DO PARANA DOM ORIONE,CONTRATO DE REPASSE,SIM,REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-24 00:00:00,2021-12-24 00:00:00,1,499675.0,0.0,0.0,0.0,0.0,499675.0
886458,Acesso Livre,PR,SANTA ISABEL DO IVAI,76974823000180,MUNICIPIO DE SANTA ISABEL DO IVAI,CONVENIO,SIM,Implantação do Sistema Abastecimento de Água em comunidade rural do município de Santa Isabel do Ivaí - PR.,Em execução,MINISTERIO DA SAUDE,Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,250000.0,0.0,0.0,0.0,0.0,250000.0
886476,Acesso Livre,PR,LARANJEIRAS DO SUL,76205970000195,MUNICIPIO DE LARANJEIRAS DO SUL,CONVENIO,SIM,Aquisição de carretas Agrícolas (novas),Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,120750.0,120750.0,116800.0,3965.77,0.0,0.0
886477,Acesso Livre,PR,SANTA MARIA DO OESTE,95684544000126,MUNICIPIO DE SANTA MARIA DO OESTE,CONVENIO,SIM,Aquisição de Máquina e Implementos Agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,150750.0,0.0,0.0,0.0,0.0,150750.0
886478,Acesso Livre,PR,GUARANIACU,76208818000166,MUNICIPIO DE GUARANIACU,CONVENIO,SIM,Aquisição de Equipamentos Agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,224000.0,200000.0,0.0,200022.36,0.0,24000.0
886479,Acesso Livre,PR,SANTA HELENA,76206457000119,MUNICIPIO DE SANTA HELENA,CONVENIO,SIM,Aquisição de máquinas e Implementos Agrícolas:,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,200250.0,0.0,0.0,0.0,0.0,200250.0
886480,Acesso Livre,PR,PITANGA,76172907000108,MUNICIPIO DE PITANGA,CONVENIO,SIM,Aquisição de Patrulha Agrícola Mecanizada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,500000.0,495000.0,0.0,496219.44,0.0,5000.0
886481,Acesso Livre,PR,JABOTI,75969667000104,MUNICIPIO DE JABOTI,CONVENIO,SIM,AQUISIÇÃO DE MAQUINAS E EQUIPAMENTOS AGRÍCOLAS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,150150.15,0.0,0.0,0.0,0.0,150150.15
886495,Acesso Livre,PR,CURITIBA,76416932000181,SECRETARIA DE ESTADO DA SEGURANCA PUBLICA,CONVENIO,NÃO,Aquisição de veículos para a Polícia Civil do Paraná para o enfrentamento ao tráfico de drogas.,Em execução,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,Administração Pública Estadual ou do Distrito Federal,2019-12-03 00:00:00,2021-06-02 00:00:00,1,5983300.0,5983300.0,5445000.0,642879.91,0.0,0.0
886497,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Programa de Apoio à Implementação de Cursos e Projetos do Sistema UAB da UFPR - Termo 6298, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-11-27 00:00:00,2024-11-27 00:00:00,1,373259.73,373259.73,74997.54,299881.88,0.0,0.0
886501,Acesso Livre,PR,CASCAVEL,21998635000108,FUNDACAO HOSPITALAR SAO LUCAS,CONVENIO,NÃO,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-16 00:00:00,2020-12-31 00:00:00,1,102600.0,0.0,0.0,0.0,0.0,102600.0
886536,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do projeto intitulado Consolidação de práticas de Eficiência Energética na UFPR e conscientização da comunidade interna e externa, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-11-29 00:00:00,2021-11-29 00:00:00,1,319725.0,319725.0,139844.89,180701.12,0.0,0.0
886824,Acesso Livre,PR,IBAITI,77008068000141,MUNICIPIO DE IBAITI,CONTRATO DE REPASSE,SIM,Construção de uma quadra poliesportiva coberta.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-21 00:00:00,2022-11-30 00:00:00,1,347620.0,0.0,0.0,0.0,0.0,347620.0
886827,Acesso Livre,PR,CAFEZAL DO SUL,95640652000105,MUNICIPIO DE CAFEZAL DO SUL,CONTRATO DE REPASSE,SIM,CONSTRUÇÃO DE GINÁSIO DE ESPORTES,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-25 00:00:00,2022-11-30 00:00:00,1,957000.0,0.0,0.0,0.0,0.0,957000.0
886832,Acesso Livre,PR,SANTA AMELIA,76235746000146,MUNICIPIO DE SANTA AMELIA,CONTRATO DE REPASSE,SIM,Construção de uma Quadra Poliesportiva.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-29 00:00:00,2022-11-29 00:00:00,1,239000.0,0.0,0.0,0.0,0.0,239000.0
886836,Acesso Livre,PR,QUATIGUA,76966852000108,MUNICIPIO DE QUATIGUA,CONTRATO DE REPASSE,SIM,Construção de Quadra Poliesportiva Coberta.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-04 00:00:00,2022-12-04 00:00:00,1,353162.22,0.0,0.0,0.0,0.0,353162.22
886846,Acesso Livre,PR,MARIOPOLIS,76995323000124,MUNICIPIO DE MARIOPOLIS,CONTRATO DE REPASSE,SIM,Construção de Quadra Esportiva,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-27 00:00:00,2022-11-27 00:00:00,1,238990.0,0.0,0.0,0.0,0.0,238990.0
886847,Acesso Livre,PR,CANDIDO DE ABREU,76175926000180,MUNICIPIO DE CANDIDO DE ABREU,CONTRATO DE REPASSE,SIM,Ampliação do Estádio Municipal de Futebol,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-29 00:00:00,2022-11-29 00:00:00,1,427597.49,0.0,0.0,0.0,0.0,427597.49
886848,Acesso Livre,PR,FLORESTOPOLIS,75845495000159,MUNICIPIO DE FLORESTOPOLIS,CONTRATO DE REPASSE,SIM,REFORMA DO ESTÁDIO MUNICIPAL.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-16 00:00:00,2022-12-16 00:00:00,1,273190.93,238750.0,0.0,238767.29,0.0,34440.92999999999
886849,Acesso Livre,PR,BELA VISTA DO PARAISO,76245067000158,MUNICIPIO DE BELA VISTA DO PARAISO,CONTRATO DE REPASSE,SIM,"Reforma e Modernização da Infraestrutura esportiva de um Ginásio de Esportes Municipal Formiguinha neste município de Bela Vista do Paraíso, para o desenvolvimento do esporte educacional, recreativo e de lazer.",Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-29 00:00:00,2022-11-29 00:00:00,1,566818.62,0.0,0.0,0.0,0.0,566818.62
886850,Acesso Livre,PR,PRANCHITA,78113834000109,MUNICIPIO DE PRANCHITA,CONTRATO DE REPASSE,SIM,Construção de Campo de Futebol Sete no município de Pranchita/PR.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-22 00:00:00,2022-11-22 00:00:00,1,482500.0,0.0,0.0,0.0,0.0,482500.0
886851,Acesso Livre,PR,SIQUEIRA CAMPOS,76919083000189,MUNICIPIO DE SIQUEIRA CAMPOS,CONTRATO DE REPASSE,SIM,CONSTRUÇÃO DE COBERTURA DE QUADRA POLIESPORTIVA NO MUNICÍPIO DE SIQUEIRA CAMPOS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-18 00:00:00,2022-12-18 00:00:00,1,354950.29,0.0,0.0,0.0,0.0,354950.29
886852,Acesso Livre,PR,SAO MIGUEL DO IGUACU,76206499000150,MUNICIPIO DE SAO MIGUEL DO IGUACU,CONTRATO DE REPASSE,SIM,"construção de uma quadra poliesportiva na Escola Municipal Vitorino Barbiero para Esporte Educacional, Recreativo e de Lazer.",Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-27 00:00:00,2022-11-27 00:00:00,1,344936.87,0.0,0.0,0.0,0.0,344936.87
886853,Acesso Livre,PR,TEIXEIRA SOARES,75963850000194,MUNICIPIO DE TEIXEIRA SOARES,CONTRATO DE REPASSE,SIM,Construção de Uma Quadra Poliesportiva no Município de Teixeira Soares.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-28 00:00:00,2022-11-30 00:00:00,1,239000.0,0.0,0.0,0.0,0.0,239000.0
886854,Acesso Livre,PR,SALTO DO ITARARE,76920834000187,MUNICIPIO DE SALTO DO ITARARE,CONTRATO DE REPASSE,SIM,Reforma e Modernização do Ginásio Municipal de Esportes Sargento Teotônio Pereira no Município de Salto do Itararé.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-27 00:00:00,2022-11-27 00:00:00,1,347620.0,0.0,0.0,0.0,0.0,347620.0
886855,Acesso Livre,PR,FLORAI,75731000000160,MUNICIPIO DE FLORAI,CONTRATO DE REPASSE,SIM,REFORMA E MODERNIZAÇÃO DA INFRAESTRUTURA ESPORTIVA DO ESTADIO MUNICIPAL ORLANDO PERON,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-25 00:00:00,2022-11-30 00:00:00,1,240750.0,0.0,0.0,0.0,0.0,240750.0
886856,Acesso Livre,PR,SARANDI,78200482000110,MUNICIPIO DE SARANDI,CONTRATO DE REPASSE,SIM,Modernização da Quadra Coberta do Jardim Independência 3º Parte.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-25 00:00:00,2022-11-30 00:00:00,1,484800.0,0.0,0.0,0.0,0.0,484800.0
886857,Acesso Livre,PR,LAPA,76020452000105,MUNICIPIO DA LAPA,CONTRATO DE REPASSE,SIM,Modernização de Campo de Futebol no Município da Lapa - PR.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-24 00:00:00,2021-08-30 00:00:00,1,248300.0,0.0,0.0,0.0,0.0,248300.0
886858,Acesso Livre,PR,CAMBE,75732057000184,MUNICIPIO DE CAMBE,CONTRATO DE REPASSE,SIM,Modernização do Complexo Esportivo do Município de Cambé,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-29 00:00:00,2022-11-29 00:00:00,1,300000.0,0.0,0.0,0.0,0.0,300000.0
886859,Acesso Livre,PR,IMBITUVA,76175892000123,MUNICIPIO DE IMBITUVA,CONTRATO DE REPASSE,SIM,Construção de Uma Quadra de Esportes Coberta na localidade de Mato Branco de Baixo - Centro Social Ernesto Neiverth / Imbituva Paraná.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-28 00:00:00,2022-11-30 00:00:00,1,248650.0,0.0,0.0,0.0,0.0,248650.0
886860,Acesso Livre,PR,ANDIRA,76235761000194,MUNICIPIO DE ANDIRA,CONTRATO DE REPASSE,SIM,Reforma e modernização no estádio João Hermógenes de Andrade - Andradão no município de Andirá/PR,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-27 00:00:00,2022-11-27 00:00:00,1,382400.0,0.0,0.0,0.0,0.0,382400.0
886862,Acesso Livre,PR,CAMPO MOURAO,75904524000106,MUNICIPIO DE CAMPO MOURAO,CONTRATO DE REPASSE,SIM,Implantação de Academia de Musculação no Complexo Esportivo Municipal Roberto Brzezinski,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-25 00:00:00,2022-11-30 00:00:00,1,241162.0,0.0,0.0,0.0,0.0,241162.0
886863,Acesso Livre,PR,ARAPONGAS,76958966000106,MUNICIPIO DE ARAPONGAS,CONTRATO DE REPASSE,SIM,Reforma e modernização do Ginásio de Esportes Luiz Augusto Zin.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-28 00:00:00,2022-11-28 00:00:00,1,443549.71,0.0,0.0,0.0,0.0,443549.71
886864,Acesso Livre,PR,PINHALAO,76167717000194,MUNICIPIO DE PINHALAO,CONTRATO DE REPASSE,SIM,Modernização e cobertura de complexo esportivo.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-19 00:00:00,2022-11-30 00:00:00,1,331065.0,0.0,0.0,0.0,0.0,331065.0
886866,Acesso Livre,PR,PALMITAL,75680025000182,MUNICIPIO DE PALMITAL,CONTRATO DE REPASSE,SIM,"Modernização do ginásio de esportes Waldemar Wolf,localizado na Rua Santana, centro no município de Palmital/PR.",Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-19 00:00:00,2022-11-30 00:00:00,1,248750.0,0.0,0.0,0.0,0.0,248750.0
886867,Acesso Livre,PR,PALMAS,76161181000108,MUNICIPIO DE PALMAS,CONTRATO DE REPASSE,SIM,Construção de Mini arena Poliesportiva na Comunidade Quilombola Adelaide Maria Trindade Batista.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-25 00:00:00,2022-11-25 00:00:00,1,261250.0,0.0,0.0,0.0,0.0,261250.0
886868,Acesso Livre,PR,TUNAS DO PARANA,68703834000105,MUNICIPIO DE TUNAS DO PARANA,CONTRATO DE REPASSE,SIM,- Modernização do Campo de Futebol localizado no Bairro de Tuneiras no Município de Tunas do Paraná.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-18 00:00:00,2021-08-30 00:00:00,1,682500.0,0.0,0.0,0.0,0.0,682500.0
886869,Acesso Livre,PR,FENIX,76950021000130,MUNICIPIO DE FENIX,CONTRATO DE REPASSE,SIM,CONSTRUÇÃO DE QUADRA POLIESPORTIVA NO MUNICÍPIO DE FÊNIX/PR.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-25 00:00:00,2022-11-30 00:00:00,1,248300.0,0.0,0.0,0.0,0.0,248300.0
886870,Acesso Livre,PR,PONTA GROSSA,76175884000187,MUNICIPIO DE PONTA GROSSA,CONTRATO DE REPASSE,SIM,Construção de 2 campos society.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-26 00:00:00,2022-11-30 00:00:00,1,389640.0,0.0,0.0,0.0,0.0,389640.0
886871,Acesso Livre,PR,NOVA LARANJEIRAS,95587648000112,MUNICIPIO DE NOVA LARANJEIRAS,CONTRATO DE REPASSE,SIM,"Construção de Campo de futebol, no município de Nova Laranjeiras.",Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-27 00:00:00,2022-11-27 00:00:00,1,239050.0,0.0,0.0,0.0,0.0,239050.0
886872,Acesso Livre,PR,JARDIM OLINDA,76970383000192,MUNICIPIO DE JARDIM OLINDA,CONTRATO DE REPASSE,SIM,Revitalização e Modernização do Ginásio de Esportes de Jardim Olinda/PR.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-25 00:00:00,2022-11-30 00:00:00,1,248250.0,0.0,0.0,0.0,0.0,248250.0
886881,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento da construção do Laboratório de Nutrição de Ruminantes (LabRumi), de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-11-27 00:00:00,2021-05-27 00:00:00,1,260000.0,13265.92,0.0,13293.21,0.0,246734.08
886888,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Projeto intitulado Promoção do crescimento da Editora UFPR visando sua sustentabilidade, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-11-18 00:00:00,2024-11-18 00:00:00,1,2705542.86,439116.0,235138.33,204106.46,0.0,2266426.86
886891,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando a execução do Projeto Gestão Financeira dos Recursos do Fundo de Desenvolvimento Acadêmico voltados às ações para o Desenvolvimento Institucional da UFPR, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-12-12 00:00:00,2024-12-12 00:00:00,1,14000000.0,9467088.02,123016.6,9345492.8,0.0,4532911.98
886942,Acesso Livre,PR,GUARATUBA,76017474000108,MUNICIPIO DE GUARATUBA,CONVENIO,SIM,Aquisição de implementos agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,110150.0,0.0,0.0,0.0,0.0,110150.0
886963,Acesso Livre,PR,SERTANOPOLIS,76245034000108,MUNICIPIO DE SERTANOPOLIS,CONVENIO,SIM,Caminhão Caçamba Basculante Trucado e Traçado - Novo.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,359830.0,359830.0,348000.0,11863.06,0.0,0.0
887077,Acesso Livre,PR,LONDRINA,75771477000170,MUNICIPIO DE LONDRINA,CONTRATO DE REPASSE,SIM,Estruturação da Rede de Serviços do Sistema Único de Assistência Social (SUAS) - Construção de CRAS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2022-12-27 00:00:00,1,599685.03,0.0,0.0,0.0,0.0,599685.03
887086,Acesso Livre,PR,CURITIBA,76562198000169,HOSPITAL NOSSA SENHORA DAS GRACAS,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-11 00:00:00,2020-12-31 00:00:00,1,484800.0,0.0,0.0,0.0,0.0,484800.0
887111,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do projeto intitulado ESTRATÉGIAS, CARACTERIZAÇÃO E ANÁLISE DE MARCADORES GENÉTICOS DE IMPORTÂNCIA NA GESTÃO DA SAÚDE E SEGURANÇA PÚBLICA E BEM COMUM, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-12-16 00:00:00,2024-12-16 00:00:00,1,15000000.0,2957769.49,1158605.65,1844505.19,0.0,12042230.51
887118,Acesso Livre,PR,CURITIBA,75045104000111,FUNDACAO DE PESQUISAS FLORESTAIS DO PARANA,CONVENIO,NÃO,CECANE PR (CENTRO COLABORADOR EM ALIMENTAÇÃO E NUTRIÇÃO DO ESCOLAR DO PARANÁ).,Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-12-12 00:00:00,2021-02-12 00:00:00,1,458635.62,458635.62,226732.01,254578.42,0.0,0.0
887175,Acesso Livre,PR,CURITIBA,75234757000149,INSTITUTO DE DESENVOLVIMENTO RURAL DO PARANA - IAPAR-EMATER,CONVENIO,NÃO,"Conduzir  projetos de pesquisas que possibilitem, por meio de estudos  multidisciplinares, desenvolver soluções tecnológicas que contribuam  para aumentar a competitividade do agronegócio café brasileiro na  economia global e para ampliar a lucratividade do setor.",Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Estadual ou do Distrito Federal,2019-12-19 00:00:00,2023-12-18 00:00:00,1,1298141.0,288813.94,8746.67,281110.4,0.0,1009327.06
887180,Acesso Livre,PR,SAO JOSE DOS PINHAIS,76105543000135,MUNICIPIO DE SAO JOSE DOS PINHAIS,CONVENIO,SIM,Circuito de Corrida de Rua de São José dos Pinhais/PR,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-18 00:00:00,2020-12-31 00:00:00,1,283194.72,19396.72,0.0,19537.41,0.0,263798.0
887208,Acesso Livre,PR,CAMPO MOURAO,13133982000131,CONSORCIO CONDESCOM - CONSORCIO INTERMUNICIPAL PARA O DESENVOLVIMENTO DOS MUNICIPIOS DA REGIAO DE CAMPO MOURAO,CONVENIO,SIM,Aquisição de equipamentos para o CONDESCOM - Paraná.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Consórcio Público,2020-01-21 00:00:00,2021-07-14 00:00:00,1,202000.0,0.0,0.0,0.0,0.0,202000.0
887212,Acesso Livre,PR,SALGADO FILHO,76205699000198,MUNICIPIO DE SALGADO FILHO,CONVENIO,SIM,Aquisição de um Caminhão que irá auxiliar na manutenção das estradas vicinais com cascalhamento em trechos do Município de Salgado Filho/PR,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2020-01-09 00:00:00,2021-07-02 00:00:00,1,253300.0,0.0,0.0,0.0,0.0,253300.0
887216,Acesso Livre,PR,LONDRINA,78640489000153,UNIVERSIDADE ESTADUAL DE LONDRINA,CONVENIO,NÃO,Desenvolver soluções tecnológicas para detecção de impurezas e grãos de diferentes espécies de café da região norte do Paraná.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Estadual ou do Distrito Federal,2019-12-18 00:00:00,2023-12-17 00:00:00,1,285755.0,58867.0,0.0,58868.03,0.0,226888.0
887230,Acesso Livre,PR,NOVA ESPERANCA,75730994000109,MUNICIPIO DE NOVA ESPERANCA,CONVENIO,SIM,Aquisição de trator agrícola para desenvolver a agricultura familiar no Município de Nova Esperança - Pr,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2020-01-09 00:00:00,2021-07-02 00:00:00,1,281250.0,0.0,0.0,0.0,0.0,281250.0
887247,Acesso Livre,PR,FLORESTA,76282706000155,MUNICIPIO DE FLORESTA,CONVENIO,NÃO,Aquisição Caminhão Pipa Novo.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2020-01-14 00:00:00,2021-07-07 00:00:00,1,289000.0,289000.0,0.0,289018.78,0.0,0.0
887250,Acesso Livre,PR,CAFEZAL DO SUL,95640652000105,MUNICIPIO DE CAFEZAL DO SUL,CONVENIO,NÃO,Aquisição de Trator Agrícola.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2020-01-03 00:00:00,2021-06-26 00:00:00,1,251000.0,198942.6,0.0,254013.21,0.0,52057.399999999994
887288,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando a execução do projeto intitulado Disciplinas Transversais, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-12-06 00:00:00,2020-12-06 00:00:00,1,526290.65,479827.88,195716.82,285443.09,0.0,46462.77000000002
