Nº Convênio,Link Externo,UF,Município,CNPJ,Nome Proponente,Modalidade,Emenda,Objeto,Situação,Órgão Concedente,Natureza Jurídica,Início Vigência,Fim Vigência,Qtd Instrumentos,Vl Global,Vl Liberado,Movimentação Financeira,Saldo em Conta,Vl Devolvido
832583,Acesso Livre,PR,BOA ESPERANCA DO IGUACU,95589255000148,MUNICIPIO DE BOA ESPERANCA DO IGUACU,CONTRATO DE REPASSE,SIM,Aquisição de Máquinas e Equipamentos Agrícolas,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,9/9/2016,9/11/2017,1,"106.400,00","106.400,00","106.400,00","0,00","1.412,51"
832585,Acesso Livre,PR,FRANCISCO BELTRAO,77816510000166,MUNICIPIO DE FRANCISCO BELTRAO,CONTRATO DE REPASSE,SIM,Aquisição de Patrulha Mecanizada,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,14/7/2016,14/12/2017,1,"108.691,97","108.691,97","108.691,97","0,00","2.155,03"
832586,Acesso Livre,PR,NOVA ESPERANCA DO SUDOESTE,95589289000132,MUNICIPIO DE NOVA ESPERANCA DO SUDOESTE,CONTRATO DE REPASSE,SIM,Aquisição de Máquinas e Equipamentos Agrícolas,Prestação de Contas Concluída,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,1/9/2016,1/9/2018,1,"119.235,00","119.235,00","104.675,00","0,00","20.674,00"
832587,Acesso Livre,PR,PRANCHITA,78113834000109,MUNICIPIO DE PRANCHITA,CONTRATO DE REPASSE,SIM,Aquisição de Máquinas e Equipamentos Agrícolas,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,5/8/2016,5/4/2018,1,"120.000,00","120.000,00","120.000,00","0,00","4.413,20"
832588,Acesso Livre,PR,VERE,75636530000120,MUNICIPIO DE VERE,CONTRATO DE REPASSE,SIM,Aquisição de Maquinas e Equipamentos Agrícolas,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,21/12/2016,21/8/2018,1,"108.000,00","108.000,00","108.000,00","0,00","1.231,15"
832594,Acesso Livre,PR,DOIS VIZINHOS,76205640000108,MUNICIPIO DE DOIS VIZINHOS,CONTRATO DE REPASSE,SIM,PATRULHA AGRICOLA,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,1/11/2016,1/4/2018,1,"243.750,00","243.750,00","241.420,00","0,00","15.399,34"
832598,Acesso Livre,PR,SAUDADE DO IGUACU,95585477000192,MUNICIPIO DE SAUDADE DO IGUACU,CONTRATO DE REPASSE,SIM,Aquisição de Máquinas e Equipamentos Agrícolas,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,29/8/2016,29/8/2018,1,"106.300,00","106.300,00","106.300,00","0,00","1.363,33"
832599,Acesso Livre,PR,FLORAI,75731000000160,MUNICIPIO DE FLORAI,CONTRATO DE REPASSE,SIM,AQUISIÇÃO DE UM ROLO COMPACTADOR MONOCILINDRICO NOVO,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,14/11/2016,30/7/2019,1,"287.900,00","287.900,00","287.900,00","0,00","3.421,19"
832602,Acesso Livre,PR,ENEAS MARQUES,76205657000157,MUNICIPIO DE ENEAS MARQUES,CONTRATO DE REPASSE,SIM,Aquisição de Implementos Agrícolas,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,1/8/2016,1/12/2017,1,"108.500,00","108.500,00","108.500,00","0,00","3.089,85"
832605,Acesso Livre,PR,MATO RICO,95684510000131,MUNICIPIO DE MATO RICO,CONTRATO DE REPASSE,SIM,"MÁQUINAS, EQUIPAMENTOS E IMPLEMENTOS AGRÍCOLAS",Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,8/9/2016,30/9/2018,1,"113.500,00","113.500,00","112.500,00","0,00","8.330,54"
832606,Acesso Livre,PR,CAPITAO LEONIDAS MARQUES,76208834000159,MUNICIPIO DE CAPITAO LEONIDAS MARQUES,CONTRATO DE REPASSE,SIM,Aquisição Patrulha Agrícola Mecanizada.,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,5/9/2016,5/3/2018,1,"120.825,00","120.825,00","120.825,00","0,00","4.740,74"
832630,Acesso Livre,PR,ENGENHEIRO BELTRAO,76950039000131,MUNICIPIO DE ENGENHEIRO BELTRAO,CONTRATO DE REPASSE,SIM,Ampliação e Modernização do Parque de Exposição,Convênio Anulado,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,17/11/2016,30/1/2020,1,"480.000,00","0,00","0,00","0,00","0,00"
832659,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Programa de Desenvolvimento Educacional - PDE - 8ª EDIÇÃO - 2016-2017, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,10/2/2017,10/5/2019,1,"908.342,08","896.371,20","888.810,40","0,00","9.557,98"
832667,Acesso Livre,PR,UMUARAMA,05866492000116,ASSOCIACAO BENEFICENTE DE SAUDE DO NOROESTE DO PARANA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas em Análise,MINISTERIO DA SAUDE,Organização da Sociedade Civil,14/12/2016,18/5/2018,1,"700.000,00","700.000,00","350.700,00","0,00","384.240,88"
832669,Acesso Livre,PR,LONDRINA,78613841000161,ASSOCIACAO EVANGELICA BENEFICENTE DE LONDRINA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,28/12/2016,22/5/2018,1,"99.980,00","99.980,00","43.500,00","0,00","61.204,92"
832670,Acesso Livre,PR,LONDRINA,78613841000161,ASSOCIACAO EVANGELICA BENEFICENTE DE LONDRINA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,30/8/2016,27/9/2018,1,"350.000,00","350.000,00","117.480,00","0,00","246.189,88"
832671,Acesso Livre,PR,LONDRINA,78613841000161,ASSOCIACAO EVANGELICA BENEFICENTE DE LONDRINA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,28/12/2016,8/5/2018,1,"200.000,00","200.000,00","199.600,00","0,00","8.268,55"
832672,Acesso Livre,PR,SAO JERONIMO DA SERRA,77329423000184,ASSOCIACAO FILANTROPICA HUMANITAS,CONVENIO,SIM,AQUISIÇÃO DE PRODUTOS MÉDICOS DE USO ÚNICO,Prestação de Contas em Análise,MINISTERIO DA SAUDE,Organização da Sociedade Civil,9/12/2016,17/5/2018,1,"239.959,00","239.959,00","161.064,45","0,00","88.689,17"
832673,Acesso Livre,PR,SAO JERONIMO DA SERRA,77329423000184,ASSOCIACAO FILANTROPICA HUMANITAS,CONVENIO,SIM,AQUISIÇÃO DE PRODUTOS MÉDICOS DE USO ÚNICO,Prestação de Contas em Complementação,MINISTERIO DA SAUDE,Organização da Sociedade Civil,9/12/2016,9/6/2019,1,"156.236,22","156.236,22","156.226,22","0,00","1.420,70"
832674,Acesso Livre,PR,PRUDENTOPOLIS,75608547000335,ASSOCIACAO HOSPITALAR BOM JESUS,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,9/12/2016,16/5/2018,1,"150.000,00","150.000,00","147.114,90","0,00","6.375,42"
832675,Acesso Livre,PR,PONTA GROSSA,75608547000173,ASSOCIACAO HOSPITALAR BOM JESUS,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,7/12/2016,7/6/2018,1,"500.000,00","500.000,00","499.350,00","0,00","10.528,82"
832676,Acesso Livre,PR,CURITIBA,76591569000130,ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas em Análise,MINISTERIO DA SAUDE,Organização da Sociedade Civil,16/8/2016,16/3/2019,1,"207.858,00","205.858,00","142.800,00","0,00","71.203,37"
832677,Acesso Livre,PR,CURITIBA,76591569000130,ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,17/8/2016,16/3/2018,1,"100.000,00","100.000,00","60.000,00","0,00","44.332,72"
832678,Acesso Livre,PR,CURITIBA,76591569000130,ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,17/8/2016,16/3/2018,1,"197.900,00","197.900,00","0,00","0,00","208.211,24"
832681,Acesso Livre,PR,ARAPONGAS,04169712000190,ASSOCIACAO NORTE PARANAENSE DE COMBATE AO CANCER,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas enviada para Análise,MINISTERIO DA SAUDE,Organização da Sociedade Civil,22/7/2016,30/11/2018,1,"300.000,00","300.000,00","276.000,00","0,00","30.041,47"
832683,Acesso Livre,PR,ARAPONGAS,04169712000190,ASSOCIACAO NORTE PARANAENSE DE COMBATE AO CANCER,CONVENIO,SIM,AQUISIÇÃO DE PRODUTOS MÉDICOS DE USO ÚNICO,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,22/7/2016,14/6/2019,1,"100.000,07","100.000,00","66.951,75","0,00","35.413,36"
832684,Acesso Livre,PR,ARAPONGAS,04169712000190,ASSOCIACAO NORTE PARANAENSE DE COMBATE AO CANCER,CONVENIO,SIM,AQUISIÇÃO DE PRODUTOS MÉDICOS DE USO ÚNICO,Prestação de Contas em Análise,MINISTERIO DA SAUDE,Organização da Sociedade Civil,22/7/2016,26/7/2019,1,"700.006,59","700.000,00","504.610,18","0,00","223.714,72"
832685,Acesso Livre,PR,ARAPONGAS,04169712000190,ASSOCIACAO NORTE PARANAENSE DE COMBATE AO CANCER,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,22/7/2016,20/7/2018,1,"233.349,00","233.349,00","219.349,00","0,00","18.320,74"
832687,Acesso Livre,PR,ARAPONGAS,04169712000190,ASSOCIACAO NORTE PARANAENSE DE COMBATE AO CANCER,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Convênio Anulado,MINISTERIO DA SAUDE,Organização da Sociedade Civil,22/7/2016,22/7/2017,1,"1.851.000,00","0,00","0,00","0,00","0,00"
832698,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de MBA em Gestão do Agronegócio - Turma 2016, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,7/7/2016,7/7/2019,1,"444.025,00","282.819,29","280.852,26","0,00","4.995,09"
832699,Acesso Livre,PR,JACAREZINHO,08885100000154,UNIVERSIDADE ESTADUAL DO NORTE DO PARANA,CONVENIO,NÃO,Este Convênio tem por objeto o curso de Mestrado PROFLETRAS na Universidade Estadual do Norte do Paraná (UENP) no âmbito do Sistema Universidade Aberta do Brasil.,Em execução,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,13/10/2016,13/10/2021,1,"100.000,00","100.000,00","70.910,81","42.085,10","0,00"
832726,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em Direito Ambiental - Turma 2016, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,1/7/2016,1/7/2019,1,"438.455,00","306.917,50","306.917,50","0,00","11.194,20"
832740,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em MBA em Gestão Ambiental - Turma 2016, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,1/7/2016,1/7/2019,1,"438.455,00","350.664,00","350.404,00","0,00","7.077,18"
832741,Acesso Livre,PR,GUARAPUAVA,03601519000113,CONSORCIO INTERMUNICIPAL DE SAUDE DO CENTRO OESTE DO PARANA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Consórcio Público,1/7/2016,26/7/2018,1,"349.973,00","403.836,76","0,00","0,00","358.728,29"
832742,Acesso Livre,PR,CURITIBA,75051409000136,ESCOLA ESPECIALIZADA PRIMAVERA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,9/12/2016,2/6/2018,1,"100.000,00","100.000,00","92.542,00","0,00","10.247,23"
832743,Acesso Livre,PR,CIANORTE,95641007000107,FUNDACAO HOSPITALAR DE SAUDE,CONVENIO,SIM,AQUISIÇÃO DE PRODUTOS MÉDICOS DE USO ÚNICO,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,21/7/2016,2/8/2018,1,"156.411,00","156.411,00","155.896,30","0,00","5.097,80"
832744,Acesso Livre,PR,CIANORTE,95641007000107,FUNDACAO HOSPITALAR DE SAUDE,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Convênio Anulado,MINISTERIO DA SAUDE,Organização da Sociedade Civil,20/7/2016,20/7/2017,1,"200.000,00","0,00","0,00","0,00","0,00"
832745,Acesso Livre,PR,CIANORTE,95641007000107,FUNDACAO HOSPITALAR DE SAUDE,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,20/7/2016,20/7/2018,1,"100.000,00","100.000,00","60.705,00","0,00","42.560,82"
832746,Acesso Livre,PR,CIANORTE,95641007000107,FUNDACAO HOSPITALAR DE SAUDE,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,21/7/2016,14/6/2018,1,"200.000,00","200.000,00","130.210,00","0,00","74.832,27"
832747,Acesso Livre,PR,CIANORTE,95641007000107,FUNDACAO HOSPITALAR DE SAUDE,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,21/7/2016,6/6/2018,1,"320.000,00","320.000,00","320.000,00","0,00","7.417,72"
832748,Acesso Livre,PR,CIANORTE,95641007000107,FUNDACAO HOSPITALAR DE SAUDE,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,20/7/2016,2/8/2018,1,"230.278,00","230.278,00","80.000,00","0,00","155.579,64"
832749,Acesso Livre,PR,CIANORTE,95641007000107,FUNDACAO HOSPITALAR DE SAUDE,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,18/7/2016,14/6/2018,1,"200.000,00","200.000,00","134.897,00","0,00","69.225,53"
832750,Acesso Livre,PR,CIANORTE,95641007000107,FUNDACAO HOSPITALAR DE SAUDE,CONVENIO,SIM,AQUISIÇÃO DE PRODUTOS MÉDICOS DE USO ÚNICO,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,20/7/2016,1/6/2018,1,"299.955,00","299.955,00","223.490,00","0,00","87.163,94"
832751,Acesso Livre,PR,QUITANDINHA,77509479000110,FUNDACAO MED E ASSIST DO TRAB RUR DO MUN DE QUITANDINHA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,16/12/2016,16/5/2018,1,"198.780,00","271.242,33","134.117,00","0,00","72.462,33"
832752,Acesso Livre,PR,TOLEDO,06958776000103,HOESP - ASSOCIACAO BENEFICENTE DE SAUDE DO OESTE DO PARANA,CONVENIO,SIM,AQUISIÇÃO DE PRODUTOS MÉDICOS DE USO ÚNICO,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,18/11/2016,7/6/2018,1,"250.000,00","250.000,00","160.360,65","0,00","98.109,65"
832754,Acesso Livre,PR,RIO AZUL,80759111000115,HOSPITAL DE CARIDADE SAO FRANCISCO DE ASSIS,CONVENIO,SIM,AQUISIÇÃO DE PRODUTOS MÉDICOS DE USO ÚNICO,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,24/11/2016,26/7/2018,1,"149.988,00","149.988,00","113.761,51","0,00","40.939,98"
832755,Acesso Livre,PR,RIO AZUL,80759111000115,HOSPITAL DE CARIDADE SAO FRANCISCO DE ASSIS,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas em Análise,MINISTERIO DA SAUDE,Organização da Sociedade Civil,1/11/2016,27/6/2018,1,"499.990,00","499.990,00","459.506,00","0,00","57.490,48"
832756,Acesso Livre,PR,GUARAPUAVA,77893469000121,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Convênio Anulado,MINISTERIO DA SAUDE,Organização da Sociedade Civil,1/9/2016,1/9/2017,1,"150.000,00","0,00","0,00","0,00","0,00"
832757,Acesso Livre,PR,SAO MATEUS DO SUL,81356321000125,HOSPITAL E MATERNIDADE DR PAULO FORTES,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,7/12/2016,18/5/2018,1,"100.000,00","100.000,00","87.587,00","0,00","17.155,34"
832759,Acesso Livre,PR,SAO MATEUS DO SUL,81356321000125,HOSPITAL E MATERNIDADE DR PAULO FORTES,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,12/12/2016,14/6/2018,1,"100.000,00","100.000,00","81.000,00","0,00","22.894,19"
832760,Acesso Livre,PR,SAO MATEUS DO SUL,81356321000125,HOSPITAL E MATERNIDADE DR PAULO FORTES,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,7/12/2016,25/5/2018,1,"1.000.000,00","1.000.000,00","649.328,00","0,00","390.332,55"
832761,Acesso Livre,PR,CAMPO MOURAO,80612294000141,HOSPITAL SANTA CASA DE MISERICORDIA DE CAMPO MOURAO,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,26/9/2016,16/5/2018,1,"418.160,00","418.160,00","327.990,00","0,00","105.715,99"
832762,Acesso Livre,PR,CAMPO MOURAO,80612294000141,HOSPITAL SANTA CASA DE MISERICORDIA DE CAMPO MOURAO,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,12/12/2016,11/5/2018,1,"250.000,00","250.599,03","218.270,00","0,00","41.108,99"
832764,Acesso Livre,PR,LONDRINA,78633088000176,INSTITUTO DE CANCER DE LONDRINA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,26/9/2016,8/3/2021,1,"700.000,00","700.000,00","452.429,50","275.142,19","0,00"
832765,Acesso Livre,PR,LONDRINA,78633088000176,INSTITUTO DE CANCER DE LONDRINA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,22/9/2016,31/12/2020,1,"400.000,00","400.000,00","380.672,50","36.679,34","0,00"
